Rate Date,Currency,Rate Year,Rate Month,Buying Rate,Central Rate,Selling rate
1/22/2007,US DOLLAR,2007,January,126.0,126.5,127.0
10/5/2020,POUNDS STERLING,2020,October,492.252,492.8997,493.5474
1/13/2012,US DOLLAR,2012,January,155.7,156.2,156.7
5/18/2011,EURO,2011,May,216.6405,217.3522,218.0638
10/31/2014,POUNDS STERLING,2014,October,247.7398,248.5402,249.3406
11/1/2005,POUNDS STERLING,2005,November,226.2385,227.1186,227.9987
9/2/2005,EURO,2005,September,161.3554,161.9829,162.6104
12/23/2003,EURO,2003,December,168.5856,169.2054,169.8252
9/4/2003,POUNDS STERLING,2003,September,200.5764,201.3621,202.1477
9/15/2016,WAUA,2016,September,425.3568,426.0564,426.756
12/17/2018,US DOLLAR,2018,December,305.95,306.45,306.95
6/1/2015,EURO,2015,June,214.1929,214.7395,215.286
12/22/2017,US DOLLAR,2017,December,305.15,305.65,306.15
12/31/2008,POUNDS STERLING,2008,December,189.7482,190.4766,191.205
3/21/2012,WAUA,2012,March,237.6873,238.4538,239.2202
10/7/2009,POUNDS STERLING,2009,October,231.0553,231.8493,232.6432
1/7/2008,EURO,2008,January,170.1681,170.9028,171.6376
8/11/2008,WAUA,2008,August,184.1154,184.9119,185.7084
1/25/2023,EURO,2023,January,499.6429,500.1863,500.7296
12/30/2005,US DOLLAR,2005,December,128.0,128.5,129.0
2/2/2021,WAUA,2021,February,544.3984,545.1166,545.8348
3/25/2022,EURO,2022,March,457.4174,457.9682,458.519
3/14/2014,WAUA,2014,March,239.6538,240.4282,241.2026
7/28/2015,EURO,2015,July,216.2076,216.7592,217.3107
3/2/2007,POUNDS STERLING,2007,March,245.1273,246.1,247.0726
7/7/2009,EURO,2009,July,204.3734,205.0748,205.7761
11/16/2018,POUNDS STERLING,2018,November,393.2219,393.8651,394.5082
9/29/2014,POUNDS STERLING,2014,September,251.2831,252.095,252.9069
8/16/2013,EURO,2013,August,206.5139,207.1811,207.8484
1/31/2011,POUNDS STERLING,2011,January,237.3321,238.1267,238.9212
10/28/2022,US DOLLAR,2022,October,437.85,438.35,438.85
5/27/2020,WAUA,2020,May,416.2568,416.835,417.4131
11/28/2022,US DOLLAR,2022,November,443.53,444.03,444.53
2/17/2020,EURO,2020,February,331.6498,332.1918,332.7338
7/2/2007,POUNDS STERLING,2007,July,251.4451,252.4508,253.4565
5/7/2015,EURO,2015,May,221.5388,222.104,222.6691
4/1/2015,POUNDS STERLING,2015,April,289.5116,290.2502,290.9887
3/13/2017,EURO,2017,March,325.557,326.0907,326.6244
7/9/2015,POUNDS STERLING,2015,July,301.861,302.6312,303.4015
1/2/2020,POUNDS STERLING,2019,January,403.9812,404.6413,405.3014
12/20/2010,WAUA,2010,December,226.3727,227.1366,227.9005
5/10/2011,EURO,2011,May,218.6218,219.3401,220.0584
2/7/2018,WAUA,2018,February,441.7549,442.4795,443.204
5/11/2004,EURO,2004,May,156.2992,156.5946,156.8899
10/5/2009,US DOLLAR,2009,October,145.51,146.01,146.51
9/18/2003,US DOLLAR,2003,September,127.98,128.48,128.98
1/17/2013,US DOLLAR,2013,January,154.72,155.22,155.72
7/7/2010,WAUA,2010,July,219.5902,220.3345,221.0787
1/11/2017,WAUA,2017,January,408.5101,409.182,409.8539
2/22/2023,US DOLLAR,2023,February,459.94,460.44,460.94
12/12/2014,POUNDS STERLING,2014,December,262.4238,263.2095,263.9952
1/13/2010,EURO,2010,January,215.0927,215.8202,216.5477
3/8/2016,POUNDS STERLING,2016,March,278.7708,279.482,280.1931
6/7/2018,EURO,2018,June,360.8168,361.4084,362.0
5/18/2010,POUNDS STERLING,2010,May,213.7615,214.4844,215.2073
1/12/2005,POUNDS STERLING,2005,January,247.5012,248.4397,249.3782
9/27/2018,WAUA,2018,September,427.2691,427.9688,428.6684
2/11/2002,WAUA,2002,February,139.7064,140.3207,140.9351
5/4/2020,US DOLLAR,2020,May,360.0,360.5,361.0
6/9/2010,WAUA,2010,June,214.1373,214.8613,215.5852
8/9/2002,WAUA,2002,August,157.9506,158.5875,159.2244
6/27/2018,WAUA,2018,June,429.3328,430.0372,430.7416
4/18/2012,US DOLLAR,2012,April,154.75,155.25,155.75
6/12/2008,EURO,2008,June,178.3554,179.1265,179.8976
11/11/2008,POUNDS STERLING,2008,November,180.139,180.9184,181.6977
5/5/2017,POUNDS STERLING,2017,May,394.5256,395.173,395.8204
3/19/2014,WAUA,2014,March,239.1881,239.9609,240.7338
6/8/2016,WAUA,2016,June,276.0692,276.7734,277.4777
12/7/2017,US DOLLAR,2017,December,305.45,305.95,306.45
8/23/2013,EURO,2013,August,206.682,207.3497,208.0175
6/14/2004,US DOLLAR,2004,June,131.75,132.25,132.75
4/16/2008,EURO,2008,April,184.5531,185.3506,186.1482
9/16/2014,EURO,2014,September,200.3394,200.9867,201.634
11/16/2007,US DOLLAR,2007,November,117.17,117.67,118.17
12/16/2005,WAUA,2005,December,181.7805,182.4906,183.2007
11/1/2012,WAUA,2012,November,237.6225,238.3903,239.1581
3/17/2009,US DOLLAR,2009,March,145.6,146.1,146.6
2/27/2014,WAUA,2014,February,238.2826,239.0525,239.8224
6/15/2011,WAUA,2011,June,242.8972,243.6953,244.4933
6/2/2021,WAUA,2021,June,590.2973,591.0186,591.7398
2/19/2024,US DOLLAR,2024,February,1605.32,1605.82,1606.32
12/12/2011,EURO,2011,December,206.4738,207.1369,207.7999
4/15/2009,EURO,2009,April,190.9492,191.6081,192.267
12/29/2006,POUNDS STERLING,2006,December,247.4262,248.408,249.3899
12/18/2008,POUNDS STERLING,2008,December,201.9787,202.7541,203.5294
12/7/2011,EURO,2011,December,208.2488,208.9176,209.5863
4/29/2009,EURO,2009,April,192.2099,192.8732,193.5364
9/21/2016,WAUA,2016,September,423.5669,424.2635,424.9602
6/8/2006,US DOLLAR,2006,June,126.18,126.68,127.18
11/8/2012,US DOLLAR,2012,November,154.74,155.24,155.74
1/27/2016,US DOLLAR,2016,January,196.0,196.5,197.0
1/5/2011,POUNDS STERLING,2011,January,231.5561,232.3358,233.1154
2/20/2014,US DOLLAR,2014,February,154.75,155.25,155.75
4/18/2011,WAUA,2011,April,241.432,242.2264,243.0208
4/7/2015,EURO,2015,April,212.66,213.2025,213.745
4/26/2002,EURO,2002,April,103.3895,103.8379,104.2862
6/11/2010,POUNDS STERLING,2010,June,216.511,217.243,217.975
11/27/2012,US DOLLAR,2012,November,154.76,155.26,155.76
12/17/2015,EURO,2015,December,212.5099,213.0521,213.5943
3/14/2012,WAUA,2012,March,237.1772,237.942,238.7068
9/30/2005,EURO,2005,September,154.9196,155.5224,156.1252
2/23/2012,WAUA,2012,February,238.7379,239.5085,240.2791
3/22/2010,EURO,2010,March,198.9569,199.6322,200.3075
6/16/2003,WAUA,2003,June,179.4662,180.1732,180.8802
1/8/2009,EURO,2009,January,190.036,190.7147,191.3934
2/15/2024,EURO,2024,February,1606.9238,1607.4621,1608.0003
11/17/2005,WAUA,2005,November,181.8094,182.5166,183.2239
3/16/2007,WAUA,2007,March,188.2425,188.9898,189.737
10/30/2017,EURO,2017,October,354.6043,355.186,355.7677
10/26/2005,WAUA,2005,October,184.6511,185.3693,186.0875
2/3/2009,EURO,2009,February,185.4977,186.1405,186.7832
12/9/2010,EURO,2010,December,195.5804,196.2411,196.9018
7/15/2015,WAUA,2015,July,273.0745,273.7713,274.4681
4/27/2010,EURO,2010,April,195.9818,196.6461,197.3104
8/12/2016,US DOLLAR,2016,August,309.0,309.5,310.0
12/2/2020,US DOLLAR,2020,December,379.0,379.5,380.0
7/1/2003,WAUA,2003,July,177.1073,177.805,178.5027
9/19/2011,EURO,2011,September,208.7527,209.4353,210.1179
3/5/2004,POUNDS STERLING,2004,March,243.813,244.7228,245.6325
3/22/2019,US DOLLAR,2019,March,305.9,306.4,306.9
3/6/2014,WAUA,2014,March,238.2086,238.9782,239.7479
3/20/2013,WAUA,2013,March,231.7172,232.4659,233.2145
8/18/2009,WAUA,2009,August,230.2501,231.0214,231.7926
10/15/2002,US DOLLAR,2002,October,125.5,126.0,126.5
10/17/2014,POUNDS STERLING,2014,October,249.5195,250.3257,251.1318
8/11/2004,US DOLLAR,2004,August,131.84,132.34,132.84
1/3/2020,WAUA,2020,January,422.8234,423.5143,424.2052
11/15/2004,WAUA,2004,November,197.9944,198.745,199.4956
9/8/2006,EURO,2006,September,160.247,160.8828,161.5186
8/1/2006,US DOLLAR,2006,August,126.09,126.59,127.09
5/4/2022,US DOLLAR,2022,May,414.62,415.12,415.62
10/8/2018,US DOLLAR,2018,October,305.45,305.95,306.45
11/10/2015,POUNDS STERLING,2015,November,296.4198,297.176,297.9323
2/20/2004,POUNDS STERLING,2004,February,252.6984,253.6402,254.5821
7/1/2024,POUNDS STERLING,2024,July,1913.3181,1913.9522,1914.5863
8/8/2019,US DOLLAR,2019,August,305.9,306.4,306.9
5/28/2020,WAUA,2020,May,417.8157,418.396,418.9763
10/19/2015,WAUA,2015,October,276.2072,276.9118,277.6164
9/19/2008,EURO,2008,September,164.3957,165.107,165.8183
3/30/2023,US DOLLAR,2023,March,459.85,460.35,460.85
3/28/2007,POUNDS STERLING,2007,March,247.2906,248.2736,249.2565
2/19/2009,US DOLLAR,2009,February,144.9,145.4,145.9
12/7/2023,WAUA,2023,December,1264.4452,1265.1587,1265.8721
7/18/2018,POUNDS STERLING,2018,July,397.0366,397.6878,398.339
9/4/2008,WAUA,2008,September,180.6277,181.4093,182.1908
4/25/2022,WAUA,2022,April,563.189,563.8675,564.5461
12/15/2006,POUNDS STERLING,2006,December,246.6898,247.6686,248.6475
9/12/2011,POUNDS STERLING,2011,September,241.622,242.4154,243.2088
6/25/2009,EURO,2009,June,203.1166,203.8134,204.5101
10/14/2005,POUNDS STERLING,2005,October,224.9496,225.8246,226.6995
12/12/2011,WAUA,2011,December,241.6948,242.471,243.2471
9/19/2022,EURO,2022,September,428.581,429.0805,429.58
11/24/2010,US DOLLAR,2010,November,148.0,148.5,149.0
9/19/2016,EURO,2016,September,339.4464,340.0047,340.563
7/19/2005,WAUA,2005,July,190.4249,191.1469,191.8689
3/10/2009,WAUA,2009,March,211.2434,211.9704,212.6974
4/6/2011,EURO,2011,April,215.756,216.4709,217.1857
5/26/2010,WAUA,2010,May,216.2282,216.9598,217.6914
6/3/2004,EURO,2004,June,160.8931,161.5037,162.1143
4/21/2010,POUNDS STERLING,2010,April,226.8358,227.6051,228.3744
12/27/2002,POUNDS STERLING,2002,December,201.3771,202.1768,202.9766
2/1/2012,WAUA,2012,February,241.272,242.0468,242.8216
2/22/2024,US DOLLAR,2024,February,1488.396,1488.896,1489.396
8/17/2009,US DOLLAR,2009,August,149.27,149.77,150.27
9/22/2010,US DOLLAR,2010,September,148.89,149.39,149.89
10/6/2004,US DOLLAR,2004,October,131.88,132.38,132.88
12/3/2014,EURO,2014,December,205.8609,206.4773,207.0936
5/7/2012,WAUA,2012,May,238.3617,239.1319,239.902
2/25/2009,US DOLLAR,2009,February,144.85,145.35,145.85
3/19/2015,POUNDS STERLING,2015,March,291.844,292.5885,293.333
11/6/2002,EURO,2002,November,125.16,125.658,126.1561
10/2/2014,POUNDS STERLING,2014,September,249.7046,250.5114,251.3182
9/4/2019,US DOLLAR,2019,September,305.95,306.45,306.95
2/21/2003,WAUA,2003,February,172.1694,172.8485,173.5276
1/31/2005,EURO,2005,January,171.3257,171.9754,172.625
7/16/2004,POUNDS STERLING,2004,July,244.5417,245.4694,246.3971
4/23/2021,WAUA,2021,April,543.1342,543.8508,544.5673
5/10/2012,WAUA,2012,May,237.5176,238.285,239.0524
12/22/2021,EURO,2021,December,464.4742,465.0393,465.6045
10/12/2012,US DOLLAR,2012,October,154.75,155.25,155.75
6/13/2005,EURO,2005,June,158.889,159.4914,160.0938
9/28/2004,POUNDS STERLING,2004,September,237.7352,238.6366,239.538
2/22/2011,US DOLLAR,2011,February,149.61,150.11,150.61
4/16/2021,EURO,2021,April,454.3452,454.9446,455.544
1/24/2003,EURO,2003,January,135.8565,136.3951,136.9337
10/17/2008,POUNDS STERLING,2008,October,199.8206,200.6853,201.5499
8/3/2004,POUNDS STERLING,2004,August,239.5201,240.4288,241.3374
5/3/2023,EURO,2023,May,507.6634,508.2154,508.7674
7/21/2017,US DOLLAR,2017,July,304.8,305.3,305.8
6/1/2004,WAUA,2004,June,191.7424,192.47,193.1977
11/15/2019,EURO,2019,November,337.4689,338.0205,338.5721
11/10/2011,EURO,2011,November,206.627,207.3075,207.988
12/10/2003,POUNDS STERLING,2003,December,237.3971,238.2691,239.141
3/31/2004,US DOLLAR,2004,March,132.7,133.2,133.7
3/11/2010,WAUA,2010,March,224.3258,225.0875,225.8492
11/27/2012,EURO,2012,November,200.5999,201.248,201.8961
8/20/2002,POUNDS STERLING,2002,August,188.7652,189.5264,190.2875
4/23/2015,POUNDS STERLING,2015,April,294.4508,295.202,295.9531
12/21/2001,US DOLLAR,2001,December,112.1,112.6,113.1
12/16/2003,EURO,2003,December,166.2325,166.8432,167.4539
10/22/2014,WAUA,2014,October,230.1623,230.9059,231.6495
7/2/2024,WAUA,2024,July,1982.6785,1983.3361,1983.9937
5/5/2015,WAUA,2015,May,273.6742,274.3724,275.0705
3/2/2018,US DOLLAR,2018,February,304.85,305.35,305.85
2/9/2009,POUNDS STERLING,2009,February,215.9858,216.7314,217.4769
11/24/2017,WAUA,2017,November,429.3945,430.0987,430.803
2/11/2016,EURO,2016,February,221.8328,222.3987,222.9646
11/11/2015,POUNDS STERLING,2015,November,297.7132,298.4728,299.2323
3/21/2002,EURO,2002,March,101.7139,102.1557,102.5976
2/5/2024,EURO,2024,February,1512.7552,1513.2924,1513.8296
8/10/2004,US DOLLAR,2004,August,131.82,132.32,132.82
9/2/2004,US DOLLAR,2004,September,131.83,132.33,132.83
8/30/2019,POUNDS STERLING,2019,August,372.861,373.4703,374.0795
9/20/2017,US DOLLAR,2017,September,304.85,305.35,305.85
1/10/2012,EURO,2012,January,199.0105,199.6491,200.2876
9/12/2023,POUNDS STERLING,2023,September,935.8577,936.4848,937.1119
6/6/2018,US DOLLAR,2018,June,304.95,305.45,305.95
6/29/2012,WAUA,2012,June,233.2568,234.0096,234.7623
7/9/2009,US DOLLAR,2009,July,145.0,145.5,146.0
10/20/2023,EURO,2023,October,879.7264,880.2553,880.7843
10/21/2009,WAUA,2009,October,233.8404,234.6325,235.4246
5/22/2009,US DOLLAR,2009,May,145.63,146.13,146.63
12/18/2006,EURO,2006,December,164.9471,165.6016,166.2561
7/22/2015,WAUA,2015,July,271.5843,272.2771,272.9699
2/12/2014,POUNDS STERLING,2014,February,255.6625,256.4885,257.3146
6/28/2022,US DOLLAR,2022,June,413.6,414.6,415.6
3/30/2010,WAUA,2010,March,223.2992,224.0561,224.813
6/23/2009,POUNDS STERLING,2009,June,237.6763,238.4916,239.3069
4/30/2013,WAUA,2013,April,232.367,233.1178,233.8686
9/11/2015,WAUA,2015,September,274.4777,275.1779,275.8781
10/8/2010,US DOLLAR,2010,October,148.85,148.85,148.85
4/21/2020,US DOLLAR,2020,April,360.0,360.5,361.0
6/13/2024,EURO,2024,June,1593.2518,1593.7911,1594.3304
11/19/2007,US DOLLAR,2007,November,116.97,117.47,117.97
7/9/2007,POUNDS STERLING,2007,July,251.7867,252.7942,253.8018
2/7/2005,WAUA,2005,February,199.2052,199.9606,200.716
2/19/2014,EURO,2014,February,212.7348,213.4222,214.1095
11/30/2017,WAUA,2017,November,429.3951,430.0991,430.803
5/24/2016,US DOLLAR,2016,May,196.0,196.5,197.0
5/24/2004,US DOLLAR,2004,May,131.8,132.3,132.8
8/29/2017,US DOLLAR,2017,August,304.85,305.35,305.85
10/24/2014,WAUA,2014,October,229.5591,230.3007,231.0424
2/16/2005,US DOLLAR,2005,February,131.85,132.35,132.85
6/1/2006,WAUA,2006,June,187.7686,188.5126,189.2566
9/10/2015,WAUA,2015,September,274.1845,274.8839,275.5834
6/19/2013,WAUA,2013,June,234.5852,235.3432,236.1011
6/2/2022,POUNDS STERLING,2022,June,520.6798,521.3077,521.9356
3/15/2023,US DOLLAR,2023,March,459.94,460.44,460.94
3/16/2016,POUNDS STERLING,2016,March,276.4188,277.124,277.8291
10/13/2009,WAUA,2009,October,231.0823,231.8735,232.6647
11/14/2002,WAUA,2002,November,165.6326,166.2904,166.9482
7/6/2022,POUNDS STERLING,2022,July,493.2019,494.3939,495.5859
4/24/2013,POUNDS STERLING,2013,April,236.2414,237.0047,237.768
1/12/2006,WAUA,2006,January,184.21,184.9296,185.6491
5/9/2017,US DOLLAR,2017,May,304.65,305.15,305.65
8/24/2007,US DOLLAR,2007,August,124.05,124.55,125.05
12/20/2017,WAUA,2017,December,430.8295,431.5355,432.2414
1/12/2021,US DOLLAR,2021,January,379.0,379.5,380.0
9/21/2016,POUNDS STERLING,2016,September,395.4128,396.0632,396.7135
7/22/2020,POUNDS STERLING,2020,July,457.092,457.7269,458.3617
3/30/2022,US DOLLAR,2022,March,415.25,415.75,416.25
1/10/2018,EURO,2018,January,366.0639,366.6643,367.2647
8/19/2016,EURO,2016,August,347.4319,347.9978,348.5636
12/17/2008,US DOLLAR,2008,December,130.25,130.75,131.25
6/9/2003,WAUA,2003,June,177.6512,178.3508,179.0504
3/16/2012,WAUA,2012,March,236.6889,237.4521,238.2153
3/1/2019,WAUA,2019,March,426.8755,427.5733,428.2712
6/8/2009,US DOLLAR,2009,June,145.75,146.25,146.75
5/30/2013,EURO,2013,May,200.3883,201.0358,201.6833
2/19/2004,US DOLLAR,2004,February,134.15,134.65,135.15
12/31/2018,US DOLLAR,2018,December,306.0,306.5,307.0
3/2/2004,EURO,2004,March,167.0846,167.708,168.3315
6/1/2009,POUNDS STERLING,2009,June,238.5838,239.4026,240.2213
10/31/2007,POUNDS STERLING,2007,October,250.5963,251.6328,252.6694
2/27/2015,WAUA,2015,February,278.5934,279.3005,280.0076
6/15/2004,WAUA,2004,June,192.5007,193.2312,193.9618
4/5/2023,US DOLLAR,2023,April,459.83,460.33,460.83
11/4/2002,EURO,2002,November,124.9697,125.4664,125.9631
9/10/2019,US DOLLAR,2019,September,305.85,306.35,306.85
8/26/2004,EURO,2004,August,159.2616,159.8656,160.4695
8/24/2015,US DOLLAR,2015,August,196.0,196.5,197.0
11/3/2008,US DOLLAR,2008,November,115.57,116.07,116.57
6/4/2008,POUNDS STERLING,2008,June,226.2692,227.2475,228.2257
12/6/2011,US DOLLAR,2011,December,155.5,156.0,156.5
7/20/2004,WAUA,2004,July,194.7276,195.4662,196.2049
4/14/2015,POUNDS STERLING,2015,April,287.0224,287.7546,288.4868
3/17/2006,EURO,2006,March,154.0517,154.6606,155.2695
12/6/2010,POUNDS STERLING,2010,December,232.1004,232.885,233.6696
6/22/2015,POUNDS STERLING,2015,June,309.8746,310.6655,311.4564
1/10/2005,WAUA,2005,January,200.4353,201.1954,201.9555
2/28/2005,POUNDS STERLING,2005,February,253.6135,254.5752,255.537
3/11/2022,POUNDS STERLING,2022,March,544.4583,545.1138,545.7693
3/26/2009,POUNDS STERLING,2009,March,209.2505,209.9746,210.6986
1/10/2003,POUNDS STERLING,2003,January,202.5611,203.3648,204.1686
7/19/2012,EURO,2012,July,190.3662,190.9808,191.5954
4/16/2018,US DOLLAR,2018,April,304.6,305.1,305.6
1/9/2019,POUNDS STERLING,2019,January,389.6248,390.2617,390.8985
10/5/2005,US DOLLAR,2005,October,128.53,129.03,129.53
4/13/2023,WAUA,2023,April,618.9134,619.5863,620.2591
7/17/2012,EURO,2012,July,190.2268,190.841,191.4551
7/8/2013,EURO,2013,July,198.7892,199.4315,200.0737
3/14/2008,US DOLLAR,2008,March,115.75,116.25,116.75
8/26/2003,US DOLLAR,2003,August,127.0,127.5,128.0
7/21/2014,WAUA,2014,July,237.695,238.4631,239.2312
8/9/2006,EURO,2006,August,162.4412,163.0854,163.7297
4/19/2024,EURO,2024,April,1227.0321,1227.5658,1228.0994
5/7/2004,US DOLLAR,2004,May,132.3,132.8,133.3
5/28/2004,US DOLLAR,2004,May,131.8,132.3,132.8
3/18/2011,WAUA,2011,March,237.1505,237.941,238.7314
3/18/2015,WAUA,2015,March,268.3312,269.0157,269.7002
9/23/2020,US DOLLAR,2020,September,379.0,379.5,380.0
3/21/2018,EURO,2018,March,374.1411,374.7551,375.369
8/8/2005,WAUA,2005,August,192.5758,193.3059,194.036
10/9/2002,POUNDS STERLING,2002,October,194.5258,195.3023,196.0789
8/17/2016,POUNDS STERLING,2016,August,400.5848,401.2351,401.8854
1/5/2012,EURO,2012,January,199.9005,200.5424,201.1843
3/10/2010,WAUA,2010,March,224.3258,225.0875,225.8492
5/29/2024,US DOLLAR,2024,May,1196.113,1196.613,1197.113
3/28/2022,EURO,2022,March,455.4462,455.9946,456.543
8/11/2006,US DOLLAR,2006,August,126.07,126.57,127.07
9/7/2016,POUNDS STERLING,2016,September,406.4175,407.0861,407.7545
12/11/2014,WAUA,2014,December,242.9445,243.6719,244.3993
2/3/2010,US DOLLAR,2010,February,147.94,148.44,148.94
2/18/2013,US DOLLAR,2013,February,154.74,155.24,155.74
11/28/2019,POUNDS STERLING,2019,November,395.1378,395.7835,396.4291
8/11/2022,EURO,2022,August,432.7471,433.2639,433.7806
1/13/2021,POUNDS STERLING,2021,January,518.3204,519.0042,519.688
7/28/2022,POUNDS STERLING,2022,July,502.93,503.5354,504.2141
3/4/2019,POUNDS STERLING,2019,March,403.5127,404.1722,404.8318
12/12/2011,POUNDS STERLING,2011,December,243.2657,244.0469,244.8281
7/26/2013,POUNDS STERLING,2013,July,238.3923,239.1625,239.9327
9/17/2009,POUNDS STERLING,2009,September,248.8228,249.6489,250.4749
1/12/2018,WAUA,2018,January,433.0029,433.7132,434.4235
1/6/2006,EURO,2006,January,154.5856,155.1894,155.7933
10/19/2005,EURO,2005,October,153.6815,154.2792,154.877
12/31/2001,POUNDS STERLING,2001,December,162.8726,163.5968,164.321
3/4/2004,WAUA,2004,March,199.7985,200.544,201.2895
8/31/2016,EURO,2016,August,339.648,340.2048,340.7616
12/2/2013,POUNDS STERLING,2013,December,253.4942,254.3133,255.1325
8/1/2002,WAUA,2002,August,164.1333,164.7899,165.4464
2/24/2005,EURO,2005,February,174.8332,175.4962,176.1591
3/16/2020,POUNDS STERLING,2020,March,376.961,377.577,378.1931
6/30/2010,US DOLLAR,2010,June,147.5,148.0,148.5
4/15/2002,POUNDS STERLING,2002,April,165.3757,166.0941,166.8125
4/17/2007,POUNDS STERLING,2007,April,252.2718,253.2746,254.2773
2/20/2014,EURO,2014,February,212.0075,212.6925,213.3775
6/6/2005,WAUA,2005,June,193.3249,194.058,194.7911
6/25/2018,EURO,2018,June,356.2198,356.8041,357.3885
1/27/2012,WAUA,2012,January,240.1978,240.9684,241.739
7/13/2022,EURO,2022,July,416.644,417.6508,418.6576
10/24/2017,US DOLLAR,2017,October,304.7,305.2,305.7
4/16/2024,EURO,2024,April,1219.1043,1219.6359,1220.1676
5/23/2002,EURO,2002,May,106.976,107.4379,107.8998
5/20/2020,EURO,2020,May,394.236,394.7836,395.3311
12/1/2009,EURO,2009,December,221.9667,222.7201,223.4735
11/15/2023,EURO,2023,November,897.3641,897.9068,898.4494
2/9/2010,US DOLLAR,2010,February,147.94,148.44,148.94
3/18/2019,WAUA,2019,March,425.2986,425.9937,426.6887
8/12/2015,US DOLLAR,2015,August,196.0,196.5,197.0
8/13/2013,US DOLLAR,2013,August,154.75,155.25,155.75
8/11/2005,US DOLLAR,2005,August,131.86,132.36,132.86
8/20/2014,WAUA,2014,August,235.5557,236.3169,237.0781
11/13/2020,EURO,2020,November,447.8264,448.4172,449.008
6/21/2012,WAUA,2012,June,235.3924,236.1522,236.912
6/16/2008,WAUA,2008,June,185.5135,186.3156,187.1177
2/20/2008,US DOLLAR,2008,February,115.78,116.28,116.78
1/30/2007,WAUA,2007,January,186.2373,186.9764,187.7154
7/15/2004,WAUA,2004,July,194.2179,194.9547,195.6915
2/19/2020,WAUA,2020,February,417.522,418.2043,418.8865
1/11/2012,EURO,2012,January,197.6767,198.3115,198.9463
5/8/2006,US DOLLAR,2006,May,126.17,126.67,127.17
11/24/2014,EURO,2014,November,200.4377,201.0582,201.6788
12/15/2021,EURO,2021,December,462.0833,463.2108,464.3383
4/5/2011,US DOLLAR,2011,April,150.76,151.26,151.76
10/6/2009,WAUA,2009,October,231.0295,231.8234,232.6172
3/22/2004,WAUA,2004,March,196.7985,197.5378,198.2771
2/24/2004,WAUA,2004,February,202.1326,202.886,203.6394
11/26/2020,US DOLLAR,2020,November,379.0,379.5,380.0
1/5/2024,EURO,2024,January,959.5574,960.1045,960.6515
9/29/2006,EURO,2006,September,159.5412,160.1743,160.8074
5/3/2011,EURO,2011,May,224.7201,225.4597,226.1993
8/23/2010,WAUA,2010,August,223.0077,223.7617,224.5157
1/29/2002,POUNDS STERLING,2002,January,159.4535,160.1578,160.8621
7/29/2008,POUNDS STERLING,2008,July,228.9376,229.9279,230.9182
1/4/2012,WAUA,2012,January,237.5231,238.2858,239.0485
10/15/2002,EURO,2002,October,123.5046,123.9966,124.4887
